odorous	adjective	1.96	OW1 D ER0 AH0 S	having odor or a characteristic odor
overrate	verb	1.96	OW2 V ER0 R EY1 T	make too high an estimate of
redbird	noun	1.96	R EH1 D B ER2 D	the male is bright red with black wings and tail
reflexivity	noun	1.96	R IY2 F L EH2 K S IH1 V IH0 T IY0	the coreferential relation between a reflexive pronoun and its antecedent
schmooze	noun	1.96	SH M UW1 Z	an informal conversation
scrimshaw	noun	1.96	S K R IH1 M SH AO2	a carving (or engraving) on whalebone, whale ivory, walrus tusk, etc., usually by American whalers
showplace	noun	1.96	SH OW1 P L EY2 S	a place that is frequently exhibited and visited for its historical interest or natural beauty
statesmanlike	adjective	1.96	S T AH0 T EH1 S M AH0 N L AY2 K	marked by the qualities of or befitting a statesman; ; -V.L.Parrington
straggler	noun	1.96	S T R AE1 G L ER0	someone who strays or falls behind
supportable	adjective	1.96	S AH0 P AO1 R T AH0 B AH0 L	capable of being borne though unpleasant
thatcherism	noun	1.96	TH AE1 CH ER0 IH2 Z AH0 M	(England) the political policy of Margaret Thatcher
thole	noun	1.96	TH OW1 L	a holder attached to the gunwale of a boat that holds the oar in place and acts as a fulcrum for rowing
alar	noun	1.95	EY1 L AA2 R	a chemical sprayed on fruit trees to regulate their growth so the entire crop can be harvested at one time
angelfish	noun	1.95	EY1 N JH AH0 L F IH2 SH	a butterfly fish of the genus Pomacanthus
anglophile	noun	1.95	AE1 N G L AH0 F AY2 L	an admirer of England and things English
babushka	noun	1.95	B AH0 B UH1 SH K AH0	a woman's headscarf folded into a triangle and tied under the chin; worn by Russian peasant women
ballyhoo	noun	1.95	B AE1 L IY0 HH UW1	blatant or sensational promotion
benignly	adverb	1.95	B AH0 N AY1 N L IY0	in a benign manner
bilby	noun	1.95	B IH1 L B IY0	bandicoot with leathery ears like a rabbit
blessedly	adverb	1.95	B L EH1 S AH0 D L IY0	in a blessed manner
blueish	adjective	1.95	B L UW1 IH0 SH	of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky; - Helen Hunt Jackson
burgomaster	noun	1.95	B ER1 G AH0 M AE2 S T ER0	a mayor of a municipality in Germany or Holland or Flanders or Austria
cabby	noun	1.95	K AE1 B IY0	someone who drives a taxi for a living
canty	adjective	1.95	K AE1 N T IY0	lively and brisk
caplin	noun	1.95	K AE1 P L IH0 N	very small northern fish; forage for sea birds and marine mammals and other fishes
commodious	adjective	1.95	K AH0 M OW1 D IY0 AH0 S	large and roomy (`convenient' is archaic in this sense)
exactitude	noun	1.95	IH0 G Z AE1 K T AH0 T UW2 D	the quality of being exact
fluoroscopy	noun	1.95	F L UH2 R AA1 S K AH0 P IY0	examination of body structures using a fluoroscope
